Laptop Name,Release Date,Order No.,Model No.,ID,Video Memory,Storage,Optical Drive,URL,CPU Cores,CPU Name,CPU Frequency,Memory Capacity,RAM Type,RAM Speed,GPU,GPU Type,GPU Standard VRAM,GPU Max VRAM,Display Resolution
"MacBook Pro 17"" ""Core i7"" 2.66 Mid-2010","April 13, 2010",BTO/CTO,A1297,"MacBookPro6,1",512 MB*,500 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-i7-2.66-aluminum-17-mid-2010-unibody-specs.html,2,Core i7 (I7-620M) ,2.66 GHz ,"4 GB,8 GB",PC3-8500 DDR3,1066 MHz,GeForce GT 330M*,GDDR3,512 MB*,512 MB*,1920x1200
"MacBook Pro 17"" ""Core i5"" 2.53 Mid-2010","April 13, 2010",MC024LL/A,A1297,"MacBookPro6,1",512 MB*,500 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-i5-2.53-aluminum-17-mid-2010-unibody-specs.html,2,Core i5 (I5-540M) ,2.53 GHz ,"4 GB,8 GB",PC3-8500 DDR3,1066 MHz,GeForce GT 330M*,GDDR3,512 MB*,512 MB*,1920x1200
"MacBook Pro 15"" ""Core i7"" 2.8 Mid-2010","October 20, 2010",BTO/CTO,A1286,"MacBookPro6,2",512 MB*,500 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-i7-2.8-aluminum-15-mid-2010-unibody-specs.html,2,Core i7 (I7-640M) ,2.8 GHz ,"4 GB,8 GB",PC3-8500 DDR3,1066 MHz,GeForce GT 330M*,GDDR3,512 MB*,512 MB*,1440x900
"MacBook Pro 15"" ""Core i7"" 2.66 Mid-2010","April 13, 2010",MC373LL/A*,A1286,"MacBookPro6,2",512 MB*,500 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-i7-2.66-aluminum-15-mid-2010-unibody-specs.html,2,Core i7 (I7-620M) ,2.66 GHz ,"4 GB,8 GB",PC3-8500 DDR3,1066 MHz,GeForce GT 330M*,GDDR3,512 MB*,512 MB*,1440x900
"MacBook Pro 15"" ""Core i5"" 2.4 Mid-2010","April 13, 2010",MC371LL/A,A1286,"MacBookPro6,2",256 MB*,320 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-i5-2.4-aluminum-15-mid-2010-unibody-specs.html,2,Core i5 (I5-520M) ,2.4 GHz ,"4 GB,8 GB",PC3-8500 DDR3,1066 MHz,GeForce GT 330M*,GDDR3,256 MB*,256 MB*,1440x900
"MacBook Pro 15"" ""Core i5"" 2.53 Mid-2010","April 13, 2010",MC372LL/A,A1286,"MacBookPro6,2",256 MB*,500 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-i5-2.53-aluminum-15-mid-2010-unibody-specs.html,2,Core i5 (I5-540M) ,2.53 GHz ,"4 GB,8 GB",PC3-8500 DDR3,1066 MHz,GeForce GT 330M*,GDDR3,256 MB*,256 MB*,1440x900
"MacBook Pro 13"" ""Core 2 Duo"" 2.4 Mid-2010","April 13, 2010",MC374LL/A,A1278,"MacBookPro7,1",256 MB,250 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.4-aluminum-13-mid-2010-unibody-specs.html,2,Core 2 Duo (P8600) ,2.4 GHz ,"4 GB,16 GB*",PC3-8500 DDR3,1066 MHz,GeForce 320M,Integrated,256 MB,256 MB,1280x800
"MacBook Pro 13"" ""Core 2 Duo"" 2.66 Mid-2010","April 13, 2010",MC375LL/A,A1278,"MacBookPro7,1",256 MB,320 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.66-aluminum-13-mid-2010-unibody-specs.html,2,Core 2 Duo (P8800) ,2.66 GHz ,"4 GB,16 GB*",PC3-8500 DDR3,1066 MHz,GeForce 320M,Integrated,256 MB,256 MB,1280x800
"MacBook Pro 17"" ""Core 2 Duo"" 3.06 Mid-2009","June 8, 2009",BTO/CTO,A1297,"MacBookPro5,2",512 MB*,500 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-3.06-aluminum-17-mid-2009-unibody-specs.html,2,Core 2 Duo (T9900) ,3.06 GHz ,"4 GB,8 GB",PC3-8500 DDR3,1066 MHz,GeForce 9600M GT*,GDDR3,512 MB*,512 MB*,1920x1200
"MacBook Pro 17"" ""Core 2 Duo"" 2.8 Mid-2009","June 8, 2009",MC226LL/A*,A1297,"MacBookPro5,2",512 MB*,500 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.8-aluminum-17-mid-2009-unibody-specs.html,2,Core 2 Duo (T9600) ,2.8 GHz ,"4 GB,8 GB",PC3-8500 DDR3,1066 MHz,GeForce 9600M GT*,GDDR3,512 MB*,512 MB*,1920x1200
"MacBook Pro 15"" ""Core 2 Duo"" 3.06 (SD)","June 8, 2009",BTO/CTO,A1286,"MacBookPro5,3",512 MB*,500 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-3.06-aluminum-15-mid-2009-sd-unibody-specs.html,2,Core 2 Duo (T9900) ,3.06 GHz ,"4 GB,8 GB",PC3-8500 DDR3,1066 MHz,GeForce 9600M GT*,GDDR3,512 MB*,512 MB*,1440x900
"MacBook Pro 15"" ""Core 2 Duo"" 2.8 (SD)","June 8, 2009",MB986LL/A,A1286,"MacBookPro5,3",512 MB*,500 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.8-aluminum-15-mid-2009-sd-unibody-specs.html,2,Core 2 Duo (T9600) ,2.8 GHz ,"4 GB,8 GB",PC3-8500 DDR3,1066 MHz,GeForce 9600M GT*,GDDR3,512 MB*,512 MB*,1440x900
"MacBook Pro 13"" ""Core 2 Duo"" 2.26 (SD/FW)","June 8, 2009",MB990LL/A,A1278,"MacBookPro5,5",256 MB,160 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.26-aluminum-13-mid-2009-sd-firewire-800-unibody-specs.html,2,Core 2 Duo (P7550*) ,2.26 GHz ,"2 GB,8 GB",PC3-8500 DDR3,1066 MHz,GeForce 9400M,Integrated,256 MB,256 MB,1280x800
"MacBook Pro 15"" ""Core 2 Duo"" 2.66 (SD)","June 8, 2009",MB985LL/A,A1286,"MacBookPro5,3",256 MB*,320 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.66-aluminum-15-mid-2009-sd-unibody-specs.html,2,Core 2 Duo (P8800) ,2.66 GHz ,"4 GB,8 GB",PC3-8500 DDR3,1066 MHz,GeForce 9600M GT*,GDDR3,256 MB*,256 MB*,1440x900
"MacBook Pro 15"" ""Core 2 Duo"" 2.93 (Unibody)","March 3, 2009",BTO/CTO,A1286,"MacBookPro5,1",512 MB*,320 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.93-aluminum-15-early-2009-unibody-specs.html,2,Core 2 Duo (T9800) ,2.93 GHz ,"4 GB,8 GB*",PC3-8500 DDR3,1066 MHz,GeForce 9600M GT*,GDDR3,512 MB*,512 MB*,1440x900
"MacBook Pro 15"" ""Core 2 Duo"" 2.66 (Unibody)","March 3, 2009",MC026LL/A,A1286,"MacBookPro5,1",512 MB*,320 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.66-aluminum-15-early-2009-unibody-specs.html,2,Core 2 Duo (T9550) ,2.66 GHz ,"4 GB,8 GB*",PC3-8500 DDR3,1066 MHz,GeForce 9600M GT*,GDDR3,512 MB*,512 MB*,1440x900
"MacBook Pro 17"" ""Core 2 Duo"" 2.93 (Unibody)","January 6, 2009",BTO/CTO,A1297,"MacBookPro5,2",512 MB*,320 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.93-aluminum-17-early-2009-unibody-specs.html,2,Core 2 Duo (T9800) ,2.93 GHz ,"4 GB,8 GB",PC3-8500 DDR3,1066 MHz,GeForce 9600M GT*,GDDR3,512 MB*,512 MB*,1920x1200
"MacBook Pro 17"" ""Core 2 Duo"" 2.66 (Unibody)","January 6, 2009",MB604LL/A,A1297,"MacBookPro5,2",512 MB*,320 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.66-aluminum-17-early-2009-unibody-specs.html,2,Core 2 Duo (T9550) ,2.66 GHz ,"4 GB,8 GB",PC3-8500 DDR3,1066 MHz,GeForce 9600M GT*,GDDR3,512 MB*,512 MB*,1920x1200
"MacBook Pro 15"" ""Core 2 Duo"" 2.8 (Unibody)","October 14, 2008",BTO/CTO,A1286,"MacBookPro5,1",512 MB*,320 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.8-aluminum-15-late-2008-unibody-specs.html,2,Core 2 Duo (T9600) ,2.8 GHz ,"4 GB,8 GB*",PC3-8500 DDR3,1066 MHz,GeForce 9600M GT*,GDDR3,512 MB*,512 MB*,1440x900
"MacBook Pro 15"" ""Core 2 Duo"" 2.53 (Unibody)","October 14, 2008",MB471LL/A,A1286,"MacBookPro5,1",512 MB*,320 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.53-aluminum-15-late-2008-unibody-specs.html,2,Core 2 Duo (T9400) ,2.53 GHz ,"4 GB,8 GB*",PC3-8500 DDR3,1066 MHz,GeForce 9600M GT*,GDDR3,512 MB*,512 MB*,1440x900
"MacBook Pro 17"" ""Core 2 Duo"" 2.6 (08)","February 26, 2008*",BTO/CTO,A1261,"MacBookPro4,1",512 MB,"250, 320 GB* HDD","8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.6-17-early-2008-penryn-specs.html,2,Core 2 Duo (T9500) ,2.6 GHz ,"2 GB, 4 GB*,6 GB**",PC2-5300 DDR2,667 MHz,GeForce 8600M GT,GDDR3 SDRAM,512 MB,512 MB,1680x1050*
"MacBook Pro 15"" ""Core 2 Duo"" 2.4 (Unibody)","October 14, 2008",MB470LL/A,A1286,"MacBookPro5,1",256 MB*,250 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.4-aluminum-15-late-2008-unibody-specs.html,2,Core 2 Duo (P8600) ,2.4 GHz ,"2 GB,8 GB*",PC3-8500 DDR3,1066 MHz,GeForce 9600M GT*,GDDR3,256 MB*,256 MB*,1440x900
"MacBook Pro 17"" ""Core 2 Duo"" 2.5 (08)","February 26, 2008*",MB166LL/A*,A1261,"MacBookPro4,1",512 MB,"250, 320 GB* HDD","8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.5-17-early-2008-penryn-specs.html,2,Core 2 Duo (T9300) ,2.5 GHz ,"2 GB, 4 GB*,6 GB**",PC2-5300 DDR2,667 MHz,GeForce 8600M GT,GDDR3 SDRAM,512 MB,512 MB,1680x1050*
"MacBook Pro 15"" ""Core 2 Duo"" 2.6 (08)","February 26, 2008",BTO/CTO,A1260,"MacBookPro4,1",512 MB,250 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.6-15-early-2008-penryn-specs.html,2,Core 2 Duo (T9500) ,2.6 GHz ,"2 GB,6 GB*",PC2-5300 DDR2,667 MHz,GeForce 8600M GT,GDDR3 SDRAM,512 MB,512 MB,1440x900
"MacBook Pro 15"" ""Core 2 Duo"" 2.5 (08)","February 26, 2008",MB134LL/A,A1260,"MacBookPro4,1",512 MB,250 GB HDD,"8X DL ""SuperDrive""",https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-2-duo-2.5-15-early-2008-penryn-specs.html,2,Core 2 Duo (T9300) ,2.5 GHz ,"2 GB,6 GB*",PC2-5300 DDR2,667 MHz,GeForce 8600M GT,GDDR3 SDRAM,512 MB,512 MB,1440x900
